parameter,parameter_label,parameter_group,parameter_unit,metric,parameter_low,parameter_baseline,parameter_high,response_low,response_baseline,response_high,signed_response_span,slope_per_unit,signed_effect_pct_span,abs_effect_pct_span,low_delta_from_baseline_pct,high_delta_from_baseline_pct,direction,rank_within_metric
front_spring_rate_n_per_m,front spring rate,ride/roll,N/m,step.ay_overshoot_pct,19701.768937499997,26269.02525,32836.2815625,20.6548650157834,20.53010100862618,20.377406590570825,-0.2774584252125756,-2.112437919351998e-05,-1.351471310813304,1.351471310813304,0.6077125831226986,-0.7437587276906055,decreases_with_parameter,12
front_spring_rate_n_per_m,front spring rate,ride/roll,N/m,step.sideslip_ss,19701.768937499997,26269.02525,32836.2815625,0.0028193363446040354,0.0028296813875962746,0.0028371526343661854,1.7816289762149964e-05,1.3564484858188608e-09,0.6296217602535225,0.6296217602535225,-0.365590381927311,0.26403137832621143,increases_with_parameter,14
front_spring_rate_n_per_m,front spring rate,ride/roll,N/m,step.sideslip_rise_time_s,19701.768937499997,26269.02525,32836.2815625,0.1823249484629399,0.182459181336055,0.18234491785066598,1.9969387726082033e-05,1.5203752355510053e-09,0.01094457816803542,0.01094457816803542,-0.07356871390750176,-0.06262413573946633,increases_with_parameter,16
front_spring_rate_n_per_m,front spring rate,ride/roll,N/m,step.sideslip_gain_dc,19701.768937499997,26269.02525,32836.2815625,0.032307214714730484,0.032425760175197826,0.03251137435672115,0.0002041596419906644,1.554375467286624e-08,0.6296217602535168,0.6296217602535168,-0.3655903819273198,0.264031378326197,increases_with_parameter,14
front_spring_rate_n_per_m,front spring rate,ride/roll,N/m,step.yaw_rise_time_s,19701.768937499997,26269.02525,32836.2815625,0.059703669123976955,0.05973352049302183,0.05941498963936209,-0.00028867948461486215,-2.1978697866976398e-08,-0.483278872954736,0.483278872954736,-0.04997423356013762,-0.5332531065148736,decreases_with_parameter,12
front_spring_rate_n_per_m,front spring rate,ride/roll,N/m,step.yaw_peak_response_time_s,19701.768937499997,26269.02525,32836.2815625,0.10321444566360882,0.10402548831607095,0.10377587911689101,0.0005614334532821896,4.2744901871240125e-08,0.5397075874100496,0.5397075874100496,-0.7796576258290205,-0.23995003841897086,increases_with_parameter,8
front_spring_rate_n_per_m,front spring rate,ride/roll,N/m,step.yaw_gain_dc,19701.768937499997,26269.02525,32836.2815625,2.2218242335118874,2.2201117726911663,2.218877579124169,-0.0029466543877183504,-2.2434440255588468e-07,-0.13272549715577997,0.13272549715577997,0.0771339912605062,-0.055591505895273785,decreases_with_parameter,8
front_spring_rate_n_per_m,front spring rate,ride/roll,N/m,step.yaw_overshoot_rad_per_s,19701.768937499997,26269.02525,32836.2815625,0.03516678845259366,0.03533865268882658,0.03553096920560142,0.000364180753007759,2.772700924696541e-08,1.030545098067381,1.030545098067381,-0.4863349990908289,0.544210098976552,increases_with_parameter,11
front_spring_rate_n_per_m,front spring rate,ride/roll,N/m,step.yaw_overshoot_pct,19701.768937499997,26269.02525,32836.2815625,18.539516082787024,18.64105747102992,18.753578479114243,0.21406239632721835,1.6297703800579224e-05,1.1483382670746702,1.1483382670746702,-0.5447190343182093,0.6036192327564609,increases_with_parameter,10
front_spring_rate_n_per_m,front spring rate,ride/roll,N/m,step.roll_peak,19701.768937499997,26269.02525,32836.2815625,0.0049466333292132,0.0047031622176516,0.0045003553913559,-0.00044627793785729977,-3.397750267549799e-08,-9.488891031280161,9.488891031280161,5.176753432994929,-4.31213759828523,decreases_with_parameter,10
